"id";"title";"description";"created_at";"cached_votes_total";"cached_votes_up";"cached_votes_down";"comments_count";"hot_score";"confidence_score"
"39";"Educación (o multas) para los ciclistas";"<p>Hola,</p>

<p>Quería llamar la atención sobre un tema que me parece muy llamativo, peligroso e irresponsable. He vivido en Berlín y allí, a pesar de haber carril bici en el 80% de la ciudad, al menos la almendra central, he visto morir ciclistas con miembros amputados y atropellados por automóviles, camiones, tranvías... En muchos casos, yendo por su propio carril de forma adecuada. Pero me sorprende ver que en Madrid los ciclistas y especialmente los usuarios de bicimad NO RESPETAN ni una sola norma de circulación, poniendo (y creo que no son conscientes de hasta qué punto) en riesgo su propia vida. Van en dirección contraria, por aceras, por carreteras... ¡Se saltan semáforos y stops! Es una barbaridad la serie de infracciones de tráfico que cometen. Creo cien por cien en el uso de la bicicleta por la ciudad y por eso creo que el ciclista debe ser el que demuestre que sí se puede ir en bici por Madrid, pero precisamente por eso, debe ser responsable y dar ejemplo. Porque está en juego nuestra vida y está en juego que se extienda el uso de la bici, por eso creo que el ayuntamiento debería empezar a multar a todo aquel que comenta imprudencias con la bici. Si la bici es un medio de transporte más, ¿por qué incumple sistemáticamente con las normas de circulación?</p>
";"07/09/2015 12";"284";"211";"73";"63";"861822954";"10252"
"40";"Educación en los debates";"<p>El título del debate, creo que no es debate; solamente quiero hacer una llamada a la tolerancia y situar este canal en la tribuna de la buena educación. El debate es necesario y la buenas formas ayudan a construir entendimiento. Gracias.</p>
";"07/09/2015 12";"44";"39";"5";"0";"858984585";"3013"
"41";"Cañada Real";"<p>Este debate trata sobre los grandísimos problemas que se viven en los municipios limítrofes a la Cañada Real Galiana. El problema en sí no es competencia del ayuntamiento de Madrid, pero los terrenos en los que está enclavada la cañada real sí que son parte del ayuntamiento. Los vecinos de Rivas Vaciamadrid venimos sufriendo desde hace ya varios años, pero especialmente en los últimos días, una ola de robos, amenazas y demás coacciones por parte de ciertos individuos drogodependientes que acuden a dicha zona a por su dosis, y ante la escasez de dinero, se dedican a delinquir por dicho municipio para poder costearse su droga. Incluso Telemadrid se ha hecho eco de dichas reclamaciones en varios reportajes emitidos durante la semana pasada. Me consta que los diferentes alcaldes de Rivas se han reunido en varias ocasiones con representantes del Ayt de Madrid a fin de ver de qué manera se pueden paliar dichos problemas, pero de momento sin encontrar solución alguna</p>
";"07/09/2015 13";"44";"40";"4";"2";"859637555";"3272"
"42";"Contratación de obras";"<p>Transparencia</p>

<p>¿Se van a seguir contratando las obras del ayuntamiento de Madrid, como desde hace muchos años, entre tansólo los elegidos de siempre? </p>
";"07/09/2015 13";"27";"22";"5";"1";"855532911";"1385"
"43";"Riqueza también para Madrid zona Sur (PROPUESTA DE ZONA FINANCIERA EN ZONA SUR)";"<p>De todos es sabido que en nuestra ciudad la riqueza esta como a nivel mundial mal repartida. </p>

<p>La zona norte de Madrid tiene una grandísima estructura dónde se encuentran las sedes de todas las principales empresas. El centro financiero esta claro que se encuentra en la castellana, con todas sus torres, y la ampliación de la castellana incrementará esta diferencia entre Madrid Norte y Sur.</p>

<p>PROPUESTA</p>

<p>La propuesta sería crear centros financieros en la zona sur de Madrid, mejorando la economía y empleo, así como revalorizar zonas muy descuidadas. </p>

<p>Una posibilidad a modo de ejemplo sería la zona de contenedores de Entrevías, denominada ""El Abroñigal"". Ya existió una propuesta por un anterior alcalde de Madrid de utilizar esta zona para una expansión de la estación de Atocha. Aunque estos terrenos no son municipales, a modo de ejemplo sería utilizar esta zona para crear por ejemplo unas torres que sirvan para revitalizar la zona sur de Madrid, vendiendo terrenos a empresas privadas utilizando estos ingresos para crear infraestructura pública para los vecinos de la zona sur. </p>

<p>Esta zona estaría perfectamente comunicada con la M30, y entre la A3, A4 y a escasos metros de la estación Sur de Autobuses y Cercanías de Mendez Álvaro, lo que sería un punto muy interesante para inversores privados. </p>

<p> </p>
";"07/09/2015 13";"197";"169";"28";"37";"864195880";"12095"
"44";"Recuperación del CMU San Juan Evangelista, ""El Johnny"" ";"<p>Recuperación del CMU San Juan Evangelista, ""El Johnny"" , como centro educativo y cultural de referencia para la ciudad de Madrid. Desalojo de los allanadores actuales y mediación del Ayuntamiento para poner fin a la problemática entre la Universidad Complutense y la concesionaria del centro, el banco Unicaja. Apoyo a un nuevo proyecto de gestión en el que los precios asequibles permitan a las clases menos pudientes acceder a la universidad y en el que la oferta cultural y debate se conviertan en bandera del centro.</p>
";"07/09/2015 13";"99";"82";"17";"5";"860564535";"5383"
"45";"Campaña de Civismo para fumadores y dueños de perros y ciudadanos en general";"<p>Existe una teoría que considero que funciona muy bien para explicar lo que sucede en Madrid,<strong> la teoría de las ventanas rotas</strong> (http://elpais.com/diario/2004/10/18/catalunya/1098061644_850215.html). Básicamente, como dice el artículo, explica que si en un edificio aparece una ventana rota, y no se arregla pronto, inmediatamente el resto de ventanas acaban siendo destrozadas por los vándalos porque la ventana rota envía un mensaje: aquí no hay nadie que cuide de esto.
Esto pasa en Madrid con fumadores y dueños de perros y resto de ciudadanos en general. Si la ciudad estuviera limpia, y esto compete al ayuntamiento de Madrid, el incívico dueño de perro no dejaría la caca de su perro en la calle, o el fumador que lleva prisa cuidaría dónde dejar su colilla. El que tira las bolsas de plástico, el que deja la mierda en la papelera hasta arriba de residuos, todos cuidaríamos la limpieza general de nuestro municipio. 
En este juego de la gallina y el huevo ambos problemas necesitan solucionarse en paralelo. Primero, necesitamos una campaña de civismo que recuerde a los madrileños que o mantenemos limpia la ciudad nosotros o no lo hará el turista o el que viene a visitarla de paso. Segundo, y en paralelo, necesitamos más servicios de limpieza. </p>
";"07/09/2015 13";"269";"238";"31";"22";"866085282";"18314"
"46";"EL CHIP DE LOS ANIMALES ATROPELLADOS";"<p>Buenos días,</p>

<p>Antes de nada quiero agradecer al Ayuntamiento por ofrecernos este escaparate. Espero que sirva de algo y que los que toman decisiones al menos lo lean.</p>

<p>Como ustedes sabrán (y si no se lo digo yo), de la normativa vigente tanto en la Comunidad como en el Ayuntamiento relativa al protocolo de actuación en la recogida de residuos cuando estos están compuestos por animales domésticos muertos no existe obligación de identificar al animal. Esta situación, como compañera de tres animales domésticos, me horroriza pues supone que los propietarios de animales domésticos estamos sometidos completamente a los protocolos arbitrarios que las empresas adjudicatarias de la recogida de esta clase de residuos establecen y, por consiguiente, podríamos pasar mucho tiempo buscando a un animal perdido que bien podría estar incinerado o enterrado en una zanja sin que se le haya leído el microchip que, por otro lado, la Comunidad de Madrid nos obliga a poner a nuestros animales.</p>

Hablando con las empresas adjudicatarias estas te dicen que sí proceden a leer el chip de los animales que aparecen muertos en la vía pública y que sí avisan a los dueños, pero a efectos prácticos esto no ocurre casi nunca y, desde luego, con los gatos jamás.

 

El sentido común dice que imponer en los protocolos de actuación de las empresas adjudicatarias la identificación obligatoria del animal (aunque esté muerto), evidentemente si éste está identificado, y, si lo está, notificar el hallazgo del animal muerto en el Registro de Identificación de Animales de Compañía no supondría un gran esfuerzo ni de trabajo ni de dinero y además facilitaría la imposición de multas en el caso de que la pérdida no hubiese sido debidamente denunciada.

Gracias por su atención.

Montse
";"07/09/2015 13";"58";"54";"4";"2";"861334189";"4655"
"47";"Alumbrar Madrid con energía Cinetica";"<p>Una buena medida de utilizar energia limpia y libre de contaminacion seria alumbrar Madrid, todas las farolas, las calles etc con energia cinetica, se pones unas placas debajo de la acera y carretera y con las pisadas, personas caminando, coches circulando se genera electricidad.</p>

<p>Y tampoco es muy caro considerando que Madrid es una de las ciudades muy afluyentes de gente por lo que se conseguirian muchos kw/h. Ademas de mirar por la salud y una ciudad con energia mas limpia, ademas que Madrid seria la ciudad elegida perfecta para implantar este sistema ya que calles como gran via estan 24h con personas y coches pasando generando miles de kw/h que podrian ser aprovechados.</p>

<p>Y ademas Madrid seria un buen ejemplo con esta medida para mas ciudades. En Toulouse a disponen de este sistema.</p>
";"07/09/2015 13";"106";"83";"23";"10";"859594019";"4698"
"48";"Carriles bici y Calles bici";"<p>Creo que debería haber más carriles bici claramente separados del resto del tráfico para que circular en bicicleta sea más seguro. Y en el espacio que ahora ocupan los coches, no en las aceras...</p>

<p>Además, se deberían hacer itinerarios por ""calles-bici"", en las que los únicos vehículos permitidos fueran las bicicletas y según el tamaño de las calles, transporte público y residentes.</p>
";"07/09/2015 13";"2151";"1878";"273";"235";"873682119";"140129"
"49";"Fuentes públicas para los ciudadanos";"<p>Si de algo carece Madrid es de fuentes públicas en sus calles. Me parece de vital importancia instalarlas por el centro y por las zonas de máxima afluencia de peatones (plaza de castilla, avenida de américa, ciudad universitaria, retiro...). De esta manera los ciudadanos y los turistas podrán refrescarse gratuitamente, sin necesidad de pagar por ello y fomentando el consumo de agua en lugar de refrescos ricos en azúcar.</p>
";"07/09/2015 13";"1545";"1409";"136";"27";"873848542";"116094"
"50";"Acceso al centro por la calle Atocha y Plaza de Jacinto Benavente";"<p>En mi opinión, la zona más caótica del Centro de Madrid se encuentra en el triángulo formado por Antón Martín, Tirso de Molina y Sol. Teniendo en cuenta que en este área muchas de las calles pertenecen a las APRs (Áreas de Prioridad Residencial), el problema se acentúa en el tramo de la calle Atocha desde Antón Martín a la plaza de Jacinto Benavente, la propia plaza, Tirso de Molina y la calle Magdalena.</p>

<p>Teniendo en cuenta que en esta zona hay tres importantes teatros, unos cines que han sobrevivido a la crisis del cine y numerosos establecimientos hosteleros, creo que esta parte del centro debería reordenarse o por lo menos, estudiar soluciones para los problemas que existen actualmente:</p>

<p>- Cuando coinciden las salidas de cines y teatros resulta imposible volver a casa con el coche ya que al haber tan poco espacio en las aceras, la gente invade la calzada.</p>

<p>- La cantidad de autobuses que paran en la zona producen una contaminación acústica muy elevada además de ocupar gran parte del espacio de la plaza.</p>

<p>- Borrachos y prostitutas reclaman como suyas ciertas zonas de Jacinto Benavente y no dudan  en insultar a los viandantes, miccionar en la vía pública u ofrecer sus servicios sin importar que menores, pasen por delante.</p>

<p>- Las salidas del parking, las concesiones de terrazas y otros elementos colocados de forma caótica, invaden un espacio que debería estar destinado al peatón. Hay una terraza portátil que ocupa un gran espacio y las sillas y mesas de otro establecimiento, poco a poco han ido ocupando la acera.</p>

<p>En resumen me parece increíble que una zona que conecta los grandes atractivos turísticos de la ciudad esté tan olvidada por el consistorio. Si cada vez se cierran mas fábricas en esta ciudad habrá que apostar por otros negocios que generen riqueza y un turismo de calidad, puede crear muchos empleos.</p>
";"07/09/2015 13";"62";"42";"20";"6";"854845198";"1490"
